Subscription,ResourceType,Name,ServiceName,Size,Status,VNet,Subnet,Location,ResourceGroup,ResourceId
LASO Tenant Production,Microsoft.Network/networkSecurityGroups,snuensprdnsg000,,,,,,eastus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Network/networkSecurityGroups/snuensprdnsg000
LASO Tenant Production,Microsoft.Network/networkSecurityGroups,apuensprdnsg000,,,,,,eastus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Network/networkSecurityGroups/apuensprdnsg000
LASO Tenant Production,Microsoft.Network/publicIPAddresses,publicIpAddressbkd,,,,,,eastus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Network/publicIPAddresses/publicIpAddressbkd
LASO Tenant Production,Microsoft.Network/publicIPAddresses,publicIpAddressbkd,,,,,,eastus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Network/publicIPAddresses/publicIpAddressbkd
LASO Tenant Production,Microsoft.Network/publicIPAddresses,publicIpAddressftd,,,,,,eastus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Network/publicIPAddresses/publicIpAddressftd
LASO Tenant Production,Microsoft.Network/publicIPAddresses,publicIpAddressftd,,,,,,eastus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.Network/publicIPAddresses/publicIpAddressftd
LASO Tenant Production,Microsoft.Network/publicIPAddresses,publicIpAddressbkd,,,,,,eastus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.Network/publicIPAddresses/publicIpAddressbkd
LASO Tenant Production,Microsoft.Network/virtualNetworks,apueagprddmz000,,,,,,eastus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Network/virtualNetworks/apueagprddmz000
LASO Tenant Production,Microsoft.Network/virtualNetworks,dcueagprddmz000,,,,,,eastus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.Network/virtualNetworks/dcueagprddmz000
LASO Tenant Production,Microsoft.Network/virtualNetworks,dcuevnprdnet000,,,,,,eastus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.Network/virtualNetworks/dcuevnprdnet000
LASO Tenant Production,Microsoft.Network/virtualNetworks,snueagprddmz000,,,,,,eastus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Network/virtualNetworks/snueagprddmz000
LASO Tenant Production,Microsoft.Network/virtualNetworks,apuevnprdnet000,,,,,,eastus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Network/virtualNetworks/apuevnprdnet000
LASO Tenant Production,Microsoft.Network/virtualNetworks,snuevnprdnet000,,,,,,eastus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Network/virtualNetworks/snuevnprdnet000
LASO Tenant Production,Microsoft.ServiceBus/namespaces,dcuesbprdbus000,,,,,,eastus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.ServiceBus/namespaces/dcuesbprdbus000
LASO Tenant Production,Microsoft.ServiceBus/namespaces,snuesbprdbus000,,,,,,eastus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.ServiceBus/namespaces/snuesbprdbus000
LASO Tenant Production,Microsoft.ServiceBus/namespaces,apuesbprdbus000,,,,,,eastus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.ServiceBus/namespaces/apuesbprdbus000
LASO Tenant Production,Microsoft.Sql/servers,apuwasprdsql000,,,,,,westus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Sql/servers/apuwasprdsql000
LASO Tenant Production,Microsoft.Sql/servers,snuwasprdsql000,,,,,,westus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Sql/servers/snuwasprdsql000
LASO Tenant Production,Microsoft.Sql/servers,dcuwasprdsql000,,,,,,westus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.Sql/servers/dcuwasprdsql000
LASO Tenant Production,Microsoft.Sql/servers,apueasprdsql000,,,,,,eastus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Sql/servers/apueasprdsql000
LASO Tenant Production,Microsoft.Sql/servers,snueasprdsql000,,,,,,eastus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Sql/servers/snueasprdsql000
LASO Tenant Production,Microsoft.Sql/servers,dcueasprdsql000,,,,,,eastus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.Sql/servers/dcueasprdsql000
LASO Tenant Production,Microsoft.Sql/servers/databases,apueasprdsql000/ap_store_production,,,,,,eastus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Sql/servers/apueasprdsql000/databases/ap_store_production
LASO Tenant Production,Microsoft.Sql/servers/databases,apueasprdsql000/master,,,,,,eastus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Sql/servers/apueasprdsql000/databases/master
LASO Tenant Production,Microsoft.Sql/servers/databases,dcueasprdsql000/dc_store_production_BACKUP,,,,,,eastus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.Sql/servers/dcueasprdsql000/databases/dc_store_production_BACKUP
LASO Tenant Production,Microsoft.Sql/servers/databases,dcuwasprdsql000/dc_diagnostics_production,,,,,,westus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.Sql/servers/dcuwasprdsql000/databases/dc_diagnostics_production
LASO Tenant Production,Microsoft.Sql/servers/databases,dcueasprdsql000/dc_diagnostics_production,,,,,,eastus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.Sql/servers/dcueasprdsql000/databases/dc_diagnostics_production
LASO Tenant Production,Microsoft.Sql/servers/databases,dcueasprdsql000/dc_store_production,,,,,,eastus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.Sql/servers/dcueasprdsql000/databases/dc_store_production
LASO Tenant Production,Microsoft.Sql/servers/databases,apuwasprdsql000/ap_store_production,,,,,,westus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Sql/servers/apuwasprdsql000/databases/ap_store_production
LASO Tenant Production,Microsoft.Sql/servers/databases,apuwasprdsql000/ap_diagnostics_production,,,,,,westus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Sql/servers/apuwasprdsql000/databases/ap_diagnostics_production
LASO Tenant Production,Microsoft.Sql/servers/databases,dcuwasprdsql000/dc_store_production,,,,,,westus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.Sql/servers/dcuwasprdsql000/databases/dc_store_production
LASO Tenant Production,Microsoft.Sql/servers/databases,apuwasprdsql000/master,,,,,,westus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Sql/servers/apuwasprdsql000/databases/master
LASO Tenant Production,Microsoft.Sql/servers/databases,snueasprdsql000/sn_diagnostics_production,,,,,,eastus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Sql/servers/snueasprdsql000/databases/sn_diagnostics_production
LASO Tenant Production,Microsoft.Sql/servers/databases,snuwasprdsql000/master,,,,,,westus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Sql/servers/snuwasprdsql000/databases/master
LASO Tenant Production,Microsoft.Sql/servers/databases,snueasprdsql000/sn_store_production,,,,,,eastus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Sql/servers/snueasprdsql000/databases/sn_store_production
LASO Tenant Production,Microsoft.Sql/servers/databases,snuwasprdsql000/sn_diagnostics_production,,,,,,westus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Sql/servers/snuwasprdsql000/databases/sn_diagnostics_production
LASO Tenant Production,Microsoft.Sql/servers/databases,snuwasprdsql000/sn_store_production,,,,,,westus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Sql/servers/snuwasprdsql000/databases/sn_store_production
LASO Tenant Production,Microsoft.Sql/servers/databases,apueasprdsql000/ap_diagnostics_production,,,,,,eastus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Sql/servers/apueasprdsql000/databases/ap_diagnostics_production
LASO Tenant Production,Microsoft.Sql/servers/databases,snueasprdsql000/master,,,,,,eastus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Sql/servers/snueasprdsql000/databases/master
LASO Tenant Production,Microsoft.Storage/storageAccounts,apuestprddat000,,,,,,eastus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Storage/storageAccounts/apuestprddat000
LASO Tenant Production,Microsoft.Storage/storageAccounts,dcuestprdvhd000,,,,,,eastus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.Storage/storageAccounts/dcuestprdvhd000
LASO Tenant Production,Microsoft.Storage/storageAccounts,apuestprdvhd000,,,,,,eastus,apuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/apuergprd000/providers/Microsoft.Storage/storageAccounts/apuestprdvhd000
LASO Tenant Production,Microsoft.Storage/storageAccounts,dcuestprddat000,,,,,,eastus,dcuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/dcuergprd000/providers/Microsoft.Storage/storageAccounts/dcuestprddat000
LASO Tenant Production,Microsoft.Storage/storageAccounts,snuestprdvhd000,,,,,,eastus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Storage/storageAccounts/snuestprdvhd000
LASO Tenant Production,Microsoft.Storage/storageAccounts,snuestprddat000,,,,,,eastus,snuergprd000,/subscriptions/44d5307b-ac71-453c-bd9f-156d4b8135a0/resourceGroups/snuergprd000/providers/Microsoft.Storage/storageAccounts/snuestprddat000
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuedc001,,,,,,eastus,qsvmuedc001,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuedc001/providers/Microsoft.ClassicCompute/domainNames/qsvmuedc001
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuwpdadm,,,,,,westus,qsvmuwpdadm,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuwpdadm/providers/Microsoft.ClassicCompute/domainNames/qsvmuwpdadm
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmscpdbuild,,,,,,southcentralus,qsvmscpdbuild,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmscpdbuild/providers/Microsoft.ClassicCompute/domainNames/qsvmscpdbuild
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuebuild2,,,,,,eastus,qsvmuebuild2,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuebuild2/providers/Microsoft.ClassicCompute/domainNames/qsvmuebuild2
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuwpdsrc,,,,,,westus,qsvmuwpdsrc,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuwpdsrc/providers/Microsoft.ClassicCompute/domainNames/qsvmuwpdsrc
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuwpdbat000,,,,,,westus,qsvmuwpdbat000,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuwpdbat000/providers/Microsoft.ClassicCompute/domainNames/qsvmuwpdbat000
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuwpdjob,,,,,,westus,qsvmuwpdjob,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuwpdjob/providers/Microsoft.ClassicCompute/domainNames/qsvmuwpdjob
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,modeling,,,,,,eastus,modeling,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/modeling/providers/Microsoft.ClassicCompute/domainNames/modeling
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuedcfs,,,,,,eastus,qsvmuedcfs,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuedcfs/providers/Microsoft.ClassicCompute/domainNames/qsvmuedcfs
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuedeploy,,,,,,eastus,qsvmuedeploy,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuedeploy/providers/Microsoft.ClassicCompute/domainNames/qsvmuedeploy
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuepdweb,,,,,,eastus,qsvmuepdweb,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdweb/providers/Microsoft.ClassicCompute/domainNames/qsvmuepdweb
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuepdadm,,,,,,eastus,qsvmuepdadm,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdadm/providers/Microsoft.ClassicCompute/domainNames/qsvmuepdadm
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuepdbat000,,,,,,eastus,qsvmuepdbat000,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdbat000/providers/Microsoft.ClassicCompute/domainNames/qsvmuepdbat000
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuepdsrc,,,,,,eastus,qsvmuepdsrc,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdsrc/providers/Microsoft.ClassicCompute/domainNames/qsvmuepdsrc
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuepdjob,,,,,,eastus,qsvmuepdjob,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdjob/providers/Microsoft.ClassicCompute/domainNames/qsvmuepdjob
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuwpdweb,,,,,,westus,qsvmuwpdweb,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuwpdweb/providers/Microsoft.ClassicCompute/domainNames/qsvmuwpdweb
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmuepdadmA,,,,,,eastus,qsvmuepdadmA,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdadmA/providers/Microsoft.ClassicCompute/domainNames/qsvmuepdadmA
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/domainNames,qsvmueghbot,,,,,,eastus,qsvmueghbot,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmueghbot/providers/Microsoft.ClassicCompute/domainNames/qsvmueghbot
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdda000,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,westus,qsvmuwpdbat000,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuwpdbat000/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdda000
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuwpdbt001,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,westus,qsvmuwpdbat000,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuwpdbat000/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuwpdbt001
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuebuild1,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuebuild2,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuebuild2/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuebuild1
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuwpdjob0,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,westus,qsvmuwpdjob,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuwpdjob/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuwpdjob0
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdsrc0,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdsrc,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdsrc/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdsrc0
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdweb1,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdweb,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdweb/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdweb1
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuwpdadm0,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,westus,qsvmuwpdadm,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuwpdadm/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuwpdadm0
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdweb0,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdweb,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdweb/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdweb0
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuemodeling,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,modeling,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/modeling/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuemodeling
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdsrc1,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdsrc,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdsrc/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdsrc1
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdweb2,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdweb,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdweb/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdweb2
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdjob0,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdjob,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdjob/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdjob0
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdadmA004,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdadmA,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdadmA/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdadmA004
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdadmA003,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdadmA,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdadmA/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdadmA003
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdjob2,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdjob,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdjob/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdjob2
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmueghbot,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmueghbot,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmueghbot/providers/Microsoft.ClassicCompute/virtualMachines/qsvmueghbot
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdadm0,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdadm,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdadm/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdadm0
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdjob3,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdjob,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdjob/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdjob3
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdadm001,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdadm,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdadm/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdadm001
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdadm002,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdadm,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdadm/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdadm002
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdadm1,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdadm,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdadm/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdadm1
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdadm000,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdadm,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdadm/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdadm000
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdadmA002,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdadmA,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdadmA/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdadmA002
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdadmA001,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdadmA,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdadmA/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdadmA001
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuepdadmA000,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuepdadmA,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuepdadmA/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuepdadmA000
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuwpdweb0,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,westus,qsvmuwpdweb,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuwpdweb/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuwpdweb0
QuarterSpot Bizspark MSDN(Converted to EA),Microsoft.ClassicCompute/virtualMachines,qsvmuedeploy,qsvmueba002,Standard_D5_v2,StoppedDeallocated,,,eastus,qsvmuedeploy,/subscriptions/810dff36-9cc5-420c-b8b8-74e016d41825/resourceGroups/qsvmuedeploy/providers/Microsoft.ClassicCompute/virtualMachines/qsvmuedeploy
