Subscription,ResourceType,Name,ServiceName,Size,Status,VNet,Subnet,Location,ResourceGroup,ResourceId
Brandon's Azure Stuff,Microsoft.Automation/automationAccounts,qsuergprd000-automation-account,,,,,,eastus2,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Automation/automationAccounts/qsuergprd000-automation-account
Brandon's Azure Stuff,Microsoft.Automation/automationAccounts/configurations,qsuergprd000-automation-account/QSPlatform,,,,,,eastus2,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Automation/automationAccounts/qsuergprd000-automation-account/configurations/QSPlatform
Brandon's Azure Stuff,Microsoft.Compute/availabilitySets,qsueasprdwhl,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/availabilitySets/qsueasprdwhl
Brandon's Azure Stuff,Microsoft.Compute/availabilitySets,qsueasprdftd,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/availabilitySets/qsueasprdftd
Brandon's Azure Stuff,Microsoft.Compute/availabilitySets,qsueasprdapi,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/availabilitySets/qsueasprdapi
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines,qsuevmprdapi001,,Standard_D1,Running,qsueniprdwhl1,Succeeded,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdapi001
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines,qsuevmprdftd000,,Standard_D1,Running,qsueniprdwhl1,Succeeded,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdftd000
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines,qsuevmprdapi000,,Standard_D1,Running,qsueniprdwhl1,Succeeded,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdapi000
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines,qsuevmprdwhl001,,Standard_D1,Running,qsueniprdwhl1,Succeeded,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdwhl001
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines,qsuevmprdftd001,,Standard_D1,Running,qsueniprdwhl1,Succeeded,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdftd001
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines,qsuevmprdwhl000,,Standard_D1,Running,qsueniprdwhl1,Succeeded,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdwhl000
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines/extensions,qsuevmprdftd001/IaaSDiagnostics,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdftd001/extensions/IaaSDiagnostics
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines/extensions,qsuevmprdwhl001/Microsoft.Powershell.DSC,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdwhl001/extensions/Microsoft.Powershell.DSC
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines/extensions,qsuevmprdapi001/IaaSDiagnostics,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdapi001/extensions/IaaSDiagnostics
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines/extensions,qsuevmprdftd001/Microsoft.Powershell.DSC,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdftd001/extensions/Microsoft.Powershell.DSC
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines/extensions,qsuevmprdapi000/IaaSDiagnostics,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdapi000/extensions/IaaSDiagnostics
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines/extensions,qsuevmprdwhl000/Microsoft.Powershell.DSC,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdwhl000/extensions/Microsoft.Powershell.DSC
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines/extensions,qsuevmprdftd000/IaaSDiagnostics,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdftd000/extensions/IaaSDiagnostics
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines/extensions,qsuevmprdapi001/Microsoft.Powershell.DSC,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdapi001/extensions/Microsoft.Powershell.DSC
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines/extensions,qsuevmprdapi000/Microsoft.Powershell.DSC,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdapi000/extensions/Microsoft.Powershell.DSC
Brandon's Azure Stuff,Microsoft.Compute/virtualMachines/extensions,qsuevmprdftd000/Microsoft.Powershell.DSC,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdftd000/extensions/Microsoft.Powershell.DSC
Brandon's Azure Stuff,Microsoft.DocumentDb/databaseAccounts,qsuesbprddat000,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.DocumentDb/databaseAccounts/qsuesbprddat000
Brandon's Azure Stuff,Microsoft.DocumentDb/databaseAccounts,qsueddprddat000,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.DocumentDb/databaseAccounts/qsueddprddat000
Brandon's Azure Stuff,microsoft.insights/actiongroups,QS-OMS-WS_AG_1,,,,,,global,qs-oms-rg,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qs-oms-rg/providers/microsoft.insights/actiongroups/QS-OMS-WS_AG_1
Brandon's Azure Stuff,Microsoft.KeyVault/vaults,qskvueprddashboard,,,,,,eastus,qsuergprdmanagement,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprdmanagement/providers/Microsoft.KeyVault/vaults/qskvueprddashboard
Brandon's Azure Stuff,Microsoft.KeyVault/vaults,QSinf,,,,,,eastus,QS-OMS-RG,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/QS-OMS-RG/providers/Microsoft.KeyVault/vaults/QSinf
Brandon's Azure Stuff,Microsoft.KeyVault/vaults,qskvueprddeploy,,,,,,eastus,qsuergprdmanagement,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprdmanagement/providers/Microsoft.KeyVault/vaults/qskvueprddeploy
Brandon's Azure Stuff,Microsoft.KeyVault/vaults,qsuekvprddeploy,,,,,,eastus,qsuergprdmanagement,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprdmanagement/providers/Microsoft.KeyVault/vaults/qsuekvprddeploy
Brandon's Azure Stuff,Microsoft.KeyVault/vaults,qsuekvprddashboard,,,,,,eastus,qsuergprdmanagement,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprdmanagement/providers/Microsoft.KeyVault/vaults/qsuekvprddashboard
Brandon's Azure Stuff,Microsoft.KeyVault/vaults,qsuekvdeployprod,,,,,,eastus,qsuergdeployprod,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergdeployprod/providers/Microsoft.KeyVault/vaults/qsuekvdeployprod
Brandon's Azure Stuff,Microsoft.KeyVault/vaults,qsuekvprdprivate,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.KeyVault/vaults/qsuekvprdprivate
Brandon's Azure Stuff,Microsoft.KeyVault/vaults,qskvuedevdeploy,,,,,,eastus,qsrguedevmanagement,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsrguedevmanagement/providers/Microsoft.KeyVault/vaults/qskvuedevdeploy
Brandon's Azure Stuff,Microsoft.MachineLearning/commitmentPlans,Production ML,,,,,,southcentralus,qsmlscprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsmlscprd000/providers/Microsoft.MachineLearning/commitmentPlans/Production ML
Brandon's Azure Stuff,Microsoft.MachineLearning/Workspaces,qsmlssmoodys,,,,,,southcentralus,qsmlscprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsmlscprd000/providers/Microsoft.MachineLearning/Workspaces/qsmlssmoodys
Brandon's Azure Stuff,Microsoft.MachineLearning/Workspaces,qsmlsctest0001,,,,,,southcentralus,qsmlscprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsmlscprd000/providers/Microsoft.MachineLearning/Workspaces/qsmlsctest0001
Brandon's Azure Stuff,Microsoft.Network/loadBalancers,qsuelbprdapi,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/loadBalancers/qsuelbprdapi
Brandon's Azure Stuff,Microsoft.Network/loadBalancers,qsuelbprdftd,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/loadBalancers/qsuelbprdftd
Brandon's Azure Stuff,Microsoft.Network/loadBalancers,qsuelbprdwhl,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/loadBalancers/qsuelbprdwhl
Brandon's Azure Stuff,Microsoft.Network/networkInterfaces,qsueniprdapi1,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/networkInterfaces/qsueniprdapi1
Brandon's Azure Stuff,Microsoft.Network/networkInterfaces,qsueniprdapi0,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/networkInterfaces/qsueniprdapi0
Brandon's Azure Stuff,Microsoft.Network/networkInterfaces,qsueniprdftd1,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/networkInterfaces/qsueniprdftd1
Brandon's Azure Stuff,Microsoft.Network/networkInterfaces,qsueniprdftd0,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/networkInterfaces/qsueniprdftd0
Brandon's Azure Stuff,Microsoft.Network/networkInterfaces,qsueniprdwhl0,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/networkInterfaces/qsueniprdwhl0
Brandon's Azure Stuff,Microsoft.Network/networkInterfaces,qsueniprdwhl1,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/networkInterfaces/qsueniprdwhl1
Brandon's Azure Stuff,Microsoft.Network/networkSecurityGroups,qsuensprdnsg000,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/networkSecurityGroups/qsuensprdnsg000
Brandon's Azure Stuff,Microsoft.Network/publicIPAddresses,publicIpAddresswhl,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/publicIPAddresses/publicIpAddresswhl
Brandon's Azure Stuff,Microsoft.Network/publicIPAddresses,publicIpAddressapi,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/publicIPAddresses/publicIpAddressapi
Brandon's Azure Stuff,Microsoft.Network/publicIPAddresses,publicIpAddressftd,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/publicIPAddresses/publicIpAddressftd
Brandon's Azure Stuff,Microsoft.Network/virtualNetworks,qsueagprddmz000,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/virtualNetworks/qsueagprddmz000
Brandon's Azure Stuff,Microsoft.Network/virtualNetworks,qsuevnprdnet000,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Network/virtualNetworks/qsuevnprdnet000
Brandon's Azure Stuff,Microsoft.OperationalInsights/workspaces,QS-OMS-WS,,,,,,eastus,QS-OMS-RG,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/QS-OMS-RG/providers/Microsoft.OperationalInsights/workspaces/QS-OMS-WS
Brandon's Azure Stuff,Microsoft.OperationsManagement/solutions,AntiMalware(QS-OMS-WS),,,,,,eastus,qs-oms-rg,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qs-oms-rg/providers/Microsoft.OperationsManagement/solutions/AntiMalware(QS-OMS-WS)
Brandon's Azure Stuff,Microsoft.OperationsManagement/solutions,ADReplication(QS-OMS-WS),,,,,,eastus,qs-oms-rg,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qs-oms-rg/providers/Microsoft.OperationsManagement/solutions/ADReplication(QS-OMS-WS)
Brandon's Azure Stuff,Microsoft.OperationsManagement/solutions,ADAssessment(QS-OMS-WS),,,,,,eastus,qs-oms-rg,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qs-oms-rg/providers/Microsoft.OperationsManagement/solutions/ADAssessment(QS-OMS-WS)
Brandon's Azure Stuff,Microsoft.OperationsManagement/solutions,AzureActivity(QS-OMS-WS),,,,,,eastus,qs-oms-rg,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qs-oms-rg/providers/Microsoft.OperationsManagement/solutions/AzureActivity(QS-OMS-WS)
Brandon's Azure Stuff,Microsoft.OperationsManagement/solutions,AgentHealthAssessment(QS-OMS-WS),,,,,,eastus,qs-oms-rg,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qs-oms-rg/providers/Microsoft.OperationsManagement/solutions/AgentHealthAssessment(QS-OMS-WS)
Brandon's Azure Stuff,Microsoft.OperationsManagement/solutions,DnsAnalytics(QS-OMS-WS),,,,,,eastus,qs-oms-rg,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qs-oms-rg/providers/Microsoft.OperationsManagement/solutions/DnsAnalytics(QS-OMS-WS)
Brandon's Azure Stuff,Microsoft.OperationsManagement/solutions,Security(QS-OMS-WS),,,,,,eastus,qs-oms-rg,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qs-oms-rg/providers/Microsoft.OperationsManagement/solutions/Security(QS-OMS-WS)
Brandon's Azure Stuff,Microsoft.ServiceBus/namespaces,qsuesbprdbus000,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.ServiceBus/namespaces/qsuesbprdbus000
Brandon's Azure Stuff,Microsoft.Sql/servers,qsueasprdsql000,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Sql/servers/qsueasprdsql000
Brandon's Azure Stuff,Microsoft.Sql/servers,qswuasprdsql000,,,,,,westus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Sql/servers/qswuasprdsql000
Brandon's Azure Stuff,Microsoft.Sql/servers,qsuwasprdsql000,,,,,,westus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Sql/servers/qsuwasprdsql000
Brandon's Azure Stuff,Microsoft.Sql/servers/databases,qswuasprdsql000/qs_diganostics_production,,,,,,westus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Sql/servers/qswuasprdsql000/databases/qs_diganostics_production
Brandon's Azure Stuff,Microsoft.Sql/servers/databases,qswuasprdsql000/qs_data_production,,,,,,westus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Sql/servers/qswuasprdsql000/databases/qs_data_production
Brandon's Azure Stuff,Microsoft.Sql/servers/databases,qsueasprdsql000/qs_diganostics_production,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Sql/servers/qsueasprdsql000/databases/qs_diganostics_production
Brandon's Azure Stuff,Microsoft.Sql/servers/databases,qsueasprdsql000/qs_data_production,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Sql/servers/qsueasprdsql000/databases/qs_data_production
Brandon's Azure Stuff,Microsoft.Storage/storageAccounts,qsuestprdvhd000,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Storage/storageAccounts/qsuestprdvhd000
Brandon's Azure Stuff,Microsoft.Storage/storageAccounts,qsuestprdpreapproval,,,,,,eastus,qsuergprdpreapproval,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprdpreapproval/providers/Microsoft.Storage/storageAccounts/qsuestprdpreapproval
Brandon's Azure Stuff,Microsoft.Storage/storageAccounts,qsuergprd000diag338,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Storage/storageAccounts/qsuergprd000diag338
Brandon's Azure Stuff,Microsoft.Storage/storageAccounts,qsuergprd000diag107,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Storage/storageAccounts/qsuergprd000diag107
Brandon's Azure Stuff,Microsoft.Storage/storageAccounts,qsmlssmoodysstorage,,,,,,southcentralus,qsmlscprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsmlscprd000/providers/Microsoft.Storage/storageAccounts/qsmlssmoodysstorage
Brandon's Azure Stuff,Microsoft.Storage/storageAccounts,qsuestprddat000,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Storage/storageAccounts/qsuestprddat000
Brandon's Azure Stuff,Microsoft.Storage/storageAccounts,qsuergprd000diag779,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Storage/storageAccounts/qsuergprd000diag779
Brandon's Azure Stuff,Microsoft.Storage/storageAccounts,qsuergprd000diag649,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Storage/storageAccounts/qsuergprd000diag649
JCroweQS,Microsoft.Automation/automationAccounts,qsuergprd000-automation-account,,,,,,eastus2,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Automation/automationAccounts/qsuergprd000-automation-account
JCroweQS,Microsoft.Automation/automationAccounts/configurations,qsuergprd000-automation-account/QSPlatform,,,,,,eastus2,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Automation/automationAccounts/qsuergprd000-automation-account/configurations/QSPlatform
JCroweQS,Microsoft.Compute/availabilitySets,qsueasprdftd,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/availabilitySets/qsueasprdftd
JCroweQS,Microsoft.Compute/availabilitySets,qsueasprdwhl,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/availabilitySets/qsueasprdwhl
JCroweQS,Microsoft.Compute/availabilitySets,qsueasprdapi,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/availabilitySets/qsueasprdapi
JCroweQS,Microsoft.Compute/virtualMachines,qsuevmprdftd001,,Standard_D1,Running,qsueniprdwhl1,Succeeded,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdftd001
JCroweQS,Microsoft.Compute/virtualMachines,qsuevmprdwhl001,,Standard_D1,Running,qsueniprdwhl1,Succeeded,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdwhl001
JCroweQS,Microsoft.Compute/virtualMachines,qsuevmprdwhl000,,Standard_D1,Running,qsueniprdwhl1,Succeeded,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdwhl000
JCroweQS,Microsoft.Compute/virtualMachines,qsuevmprdftd000,,Standard_D1,Running,qsueniprdwhl1,Succeeded,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdftd000
JCroweQS,Microsoft.Compute/virtualMachines,qsuevmprdapi000,,Standard_D1,Running,qsueniprdwhl1,Succeeded,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdapi000
JCroweQS,Microsoft.Compute/virtualMachines,qsuevmprdapi001,,Standard_D1,Running,qsueniprdwhl1,Succeeded,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdapi001
JCroweQS,Microsoft.Compute/virtualMachines/extensions,qsuevmprdapi001/Microsoft.Powershell.DSC,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdapi001/extensions/Microsoft.Powershell.DSC
JCroweQS,Microsoft.Compute/virtualMachines/extensions,qsuevmprdftd000/IaaSDiagnostics,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdftd000/extensions/IaaSDiagnostics
JCroweQS,Microsoft.Compute/virtualMachines/extensions,qsuevmprdapi001/IaaSDiagnostics,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdapi001/extensions/IaaSDiagnostics
JCroweQS,Microsoft.Compute/virtualMachines/extensions,qsuevmprdwhl001/Microsoft.Powershell.DSC,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdwhl001/extensions/Microsoft.Powershell.DSC
JCroweQS,Microsoft.Compute/virtualMachines/extensions,qsuevmprdapi000/Microsoft.Powershell.DSC,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdapi000/extensions/Microsoft.Powershell.DSC
JCroweQS,Microsoft.Compute/virtualMachines/extensions,qsuevmprdftd000/Microsoft.Powershell.DSC,,,,,,eastus,qsuergprd000,/subscriptions/c200c0a3-9cac-4dc7-a3aa-467d9d4fc273/resourceGroups/qsuergprd000/providers/Microsoft.Compute/virtualMachines/qsuevmprdftd000/extensions/Microsoft.Powershell.DSC
